11,11,12,12,8,11,13,8,6,14,13,8,7,11,11,12,10,7,16,11
10,10,13,12,7,10,18,5,0,8,20,3,5,20,9,11,13,4,17,15
6,10,19,17,7,13,20,0,0,9,20,0,2,20,9,13,12,1,20,12
10,12,13,12,9,20,20,9,0,8,20,0,0,20,13,17,13,7,20,11
6,9,2,11,13,14,20,11,0,8,20,1,9,19,1,20,20,8,20,9
10,11,8,15,10,15,20,11,0,8,20,0,12,20,12,19,6,10,20,10
9,7,10,11,11,9,20,19,0,10,20,0,11,20,14,20,9,6,20,14
9,12,10,11,11,20,20,20,0,8,20,0,19,19,11,10,7,10,20,13
16,13,7,7,11,15,20,15,0,6,20,0,10,20,12,11,12,7,20,12
12,14,10,6,6,13,20,0,0,7,20,0,11,20,12,14,9,6,20,12
14,7,8,13,10,14,20,19,0,7,20,0,17,20,1,13,16,8,20,11
12,8,9,9,5,18,20,20,0,11,20,0,16,20,20,17,10,10,20,13
13,13,9,7,7,20,20,20,0,5,20,0,11,20,20,20,10,15,20,11
12,11,11,12,6,20,20,20,0,5,20,3,5,20,20,20,8,12,20,11
12,11,9,3,8,20,20,20,0,6,20,0,11,20,20,20,10,12,20,13
11,10,5,7,6,17,20,20,0,7,20,0,17,20,20,17,8,7,20,14
15,5,12,8,10,19,20,20,0,5,20,1,15,20,20,14,7,8,20,11
11,9,9,10,5,18,20,20,0,6,20,0,11,19,20,16,11,10,20,14
16,8,9,8,10,18,20,20,0,7,20,0,18,20,20,20,9,11,20,10
16,9,13,9,6,17,20,20,0,3,20,0,13,11,20,11,10,10,20,12
14,8,11,6,9,18,20,20,0,6,20,1,8,20,20,20,10,12,20,11
12,6,6,9,7,20,20,20,0,7,20,0,13,20,20,20,14,10,20,13
11,5,9,5,5,20,20,20,0,8,20,5,8,20,20,20,10,11,20,14
17,6,11,7,10,19,20,20,0,4,20,2,15,20,20,18,8,10,20,15
11,8,7,6,5,10,20,20,0,12,20,1,1,20,20,19,6,12,20,16
12,7,9,7,9,14,20,20,0,5,20,2,0,20,20,12,9,9,20,10
12,4,3,13,10,20,20,20,0,8,20,1,0,20,20,16,8,14,20,11
13,5,13,7,8,20,20,20,0,6,20,0,0,20,20,10,6,11,20,12
12,4,7,11,6,12,20,20,0,6,20,0,0,10,20,12,11,10,20,10
10,8,8,5,8,12,20,20,0,6,20,0,0,15,20,14,6,9,20,11
12,6,7,3,6,11,20,20,0,8,20,0,0,19,20,18,8,14,20,9
10,7,4,9,7,14,20,20,0,6,20,0,0,6,20,14,14,7,20,14
13,6,7,9,8,16,20,20,0,3,20,0,0,20,20,15,8,9,20,13
14,10,6,13,7,18,20,20,0,3,20,3,0,20,20,15,8,14,20,14
11,3,10,8,8,13,20,20,0,8,20,7,0,19,20,13,8,14,20,9
11,6,7,10,8,16,20,20,0,7,20,7,0,20,20,12,8,7,20,14
13,5,2,11,4,14,20,20,0,5,20,12,0,20,20,14,12,15,20,13
15,5,10,8,14,19,20,20,0,5,20,12,0,20,20,20,8,16,20,13
7,4,8,7,9,20,20,20,0,6,20,15,0,20,20,20,7,11,20,13
15,6,7,11,10,20,20,20,0,7,20,14,0,20,20,20,8,16,20,19
16,3,9,6,17,19,20,20,0,6,20,11,0,20,20,20,1,10,20,13
