9,14,10,8,12,8,10,7,9,10,9,10,16,12,11,13,8,16,10,9
6,19,14,4,13,0,17,3,13,11,6,1,19,13,11,11,8,20,11,7
4,20,2,3,2,0,10,2,5,1,2,0,20,8,0,0,2,20,3,0
0,20,3,0,4,0,15,1,8,0,0,0,20,12,19,6,3,20,3,2
0,20,5,0,7,0,16,2,8,0,0,0,20,2,20,0,0,20,2,1
0,20,0,0,0,0,10,4,9,0,0,0,20,18,20,0,0,20,1,0
0,20,3,0,4,0,12,10,6,0,0,0,20,20,20,0,0,20,9,8
0,20,3,0,2,0,12,9,11,0,0,0,20,20,20,0,0,20,9,13
0,20,2,0,10,0,13,4,9,0,0,0,20,20,20,0,0,20,6,14
0,20,0,0,12,0,15,0,13,0,0,0,20,20,20,0,0,20,6,12
0,20,7,0,12,0,18,2,11,0,0,0,20,20,20,0,0,20,7,13
0,20,0,0,0,0,16,13,11,0,0,0,20,20,20,0,0,20,5,10
0,20,0,0,0,0,19,9,8,0,0,0,20,20,20,0,0,20,8,10
0,20,0,0,0,0,20,8,12,0,0,0,20,20,20,0,0,20,7,8
0,20,6,0,6,0,20,9,11,0,0,0,20,20,20,0,0,20,10,10
0,20,11,0,6,0,19,2,12,0,0,0,20,20,20,0,0,20,11,11
0,20,5,0,1,0,16,7,13,0,0,0,20,20,20,0,0,20,6,13
0,20,0,0,0,0,19,8,12,0,0,0,20,20,20,0,0,20,7,11
0,20,4,0,8,0,16,4,9,0,0,0,20,20,20,0,0,20,10,9
0,20,1,0,2,0,13,8,13,0,0,0,20,20,20,0,0,20,5,9
0,20,7,0,4,0,14,12,13,0,0,0,20,20,20,0,0,20,8,10
0,20,8,0,4,0,13,6,12,0,0,0,20,20,20,0,0,20,8,11
0,20,13,0,9,0,12,1,9,0,0,0,20,20,20,0,0,20,1,13
0,20,13,0,5,0,12,9,10,0,0,0,20,20,20,0,0,20,12,9
0,20,6,0,11,0,10,8,13,0,0,0,20,20,20,0,0,20,11,10
0,20,0,0,4,0,12,0,10,0,0,0,20,20,20,0,0,20,6,9
0,20,0,0,10,0,11,0,12,0,0,0,20,20,20,0,0,20,11,12
0,20,1,0,11,0,14,0,7,0,0,0,20,20,20,0,0,20,9,12
0,20,3,0,3,0,17,6,9,0,0,0,20,20,20,0,0,20,10,10
0,20,8,0,4,0,16,6,9,0,0,0,20,20,20,0,0,20,8,12
0,20,3,0,5,0,19,1,9,0,0,0,20,20,20,0,0,20,6,8
0,20,10,0,3,0,12,7,11,0,0,0,20,20,20,0,0,20,8,8
0,20,4,0,7,0,13,7,11,0,0,0,20,20,20,0,0,20,7,10
0,20,2,0,15,0,15,3,11,0,0,0,20,20,20,0,0,20,6,12
0,20,2,0,2,0,12,7,9,0,0,0,20,20,20,0,0,20,10,10
0,20,8,0,6,0,15,2,10,0,0,0,20,20,20,0,0,20,8,1
0,20,6,0,8,0,12,4,11,0,0,0,20,20,20,0,0,20,10,14
0,20,0,0,11,0,14,0,7,0,0,0,20,20,20,0,0,20,10,10
0,20,0,0,11,0,16,0,13,0,0,0,20,20,20,0,0,20,5,10
0,20,0,0,12,0,16,0,14,0,0,0,20,20,20,0,0,20,10,10
0,20,1,0,9,0,20,1,8,0,0,0,20,20,20,0,0,20,14,7
0,20,3,0,5,0,18,5,12,0,0,0,20,20,20,0,0,20,7,8
0,20,0,0,0,0,17,9,7,0,0,0,20,20,20,0,0,20,12,7
0,20,7,0,2,0,17,5,10,0,0,0,20,20,20,0,0,20,8,13
0,20,3,0,10,0,17,4,12,0,0,0,20,20,20,0,0,20,13,10
0,20,0,0,8,0,20,0,8,0,0,0,20,20,20,0,0,20,11,11
0,20,6,0,4,0,20,1,15,0,0,0,20,20,20,0,0,20,8,11
0,20,5,0,2,0,19,10,11,0,0,0,20,20,20,0,0,20,9,13
0,20,11,0,9,0,20,10,12,0,0,0,20,20,20,0,0,20,10,9
0,20,1,0,9,0,20,0,10,0,0,0,20,20,20,0,0,20,7,10
0,20,0,0,7,0,20,0,7,0,0,0,20,20,20,0,0,20,6,8
0,20,8,0,11,0,18,9,12,0,0,0,20,20,20,0,0,20,11,12
0,20,2,0,12,0,19,2,10,0,0,0,20,20,20,0,0,20,6,13
0,20,1,0,1,0,20,6,7,0,0,0,20,20,20,0,0,20,8,10
0,20,6,0,8,0,16,8,10,0,0,0,20,20,20,0,0,20,9,8
0,20,12,0,8,0,19,10,13,0,0,0,20,20,20,0,0,20,11,15
0,20,4,0,7,0,14,3,13,0,0,0,20,20,20,0,0,20,9,9
0,20,2,0,10,0,16,1,12,0,0,0,20,20,20,0,0,20,5,11
0,20,8,0,5,0,19,3,12,0,0,0,20,20,20,0,0,20,11,11
0,20,1,0,9,0,20,1,15,0,0,0,20,20,20,0,0,20,4,14
0,20,12,0,4,0,20,13,8,0,0,0,20,20,20,0,0,20,12,10
0,20,9,0,10,0,20,5,10,0,0,0,20,20,20,0,0,20,11,7
0,20,12,0,5,0,19,5,11,0,0,0,20,20,20,0,0,20,13,12
0,20,5,0,7,0,20,5,9,0,0,0,20,20,20,0,0,20,8,13
0,20,5,0,9,0,18,5,10,0,0,0,20,20,20,0,0,20,10,12
0,20,8,0,4,0,13,2,8,0,0,0,20,20,20,0,0,20,7,12
0,20,8,0,5,0,16,5,11,0,0,0,20,20,20,0,0,20,10,11
0,20,9,0,8,0,12,3,9,0,0,0,20,20,20,0,0,20,9,11
0,20,6,0,4,0,13,2,9,0,0,0,20,20,20,0,0,20,11,12
0,20,1,0,1,0,13,6,11,0,0,0,20,20,20,0,0,20,10,10
0,20,0,0,11,0,10,1,9,0,0,0,20,20,20,0,0,20,8,15
0,20,6,0,7,0,11,6,10,0,0,0,20,20,20,0,0,20,9,11
0,20,7,0,7,0,12,7,12,0,0,0,20,20,20,0,0,20,11,13
0,20,3,0,4,0,14,5,10,0,0,0,20,20,20,0,0,20,10,8
0,20,0,0,10,0,17,0,9,0,0,0,20,20,20,0,0,20,6,12
0,20,3,0,5,0,7,2,8,0,0,0,20,20,20,0,0,20,4,15
0,20,2,0,12,0,9,0,11,0,0,0,20,20,20,0,0,20,7,10
0,20,10,0,7,0,11,0,13,0,0,0,20,20,20,0,0,20,8,11
0,20,12,0,16,0,7,1,8,0,0,0,20,20,20,0,0,20,9,14
0,20,1,0,11,0,9,2,11,0,0,0,20,20,20,0,0,20,7,13
0,20,1,0,7,0,9,1,13,0,0,0,20,20,20,0,0,20,6,11
0,20,5,0,18,0,13,1,13,0,0,0,20,20,20,0,0,20,11,7
0,20,10,0,20,0,11,0,14,0,0,0,20,20,20,0,0,20,8,10
0,20,14,0,20,0,18,0,11,0,0,0,20,20,20,0,0,20,6,8
0,20,11,0,17,0,18,3,10,0,0,0,20,20,20,0,0,20,10,8
0,20,7,0,17,0,17,3,11,0,0,0,20,20,20,0,0,20,7,9
0,20,9,0,8,0,19,2,8,0,0,0,20,20,20,0,0,20,9,13
0,20,7,0,12,0,20,0,13,0,0,0,20,20,20,0,0,20,8,8
0,20,6,0,8,0,17,0,10,0,0,0,20,20,20,0,0,20,14,10
0,20,13,0,7,0,20,2,8,0,0,0,20,20,20,0,0,20,7,12
