0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.548918,3.883520,5.143649,5.254445,4.154558,5.185321,4.728018,5.843822
9.340200,4.422847,6.896185,8.614867,5.754019,8.218895,6.211580,9.019934
11.386370,4.944256,8.083971,9.851215,6.795100,10.044807,6.629965,11.148335
12.272272,5.674645,8.026335,10.723650,7.404220,11.067541,7.103724,11.763098
13.250798,5.974406,7.873960,10.907000,8.309278,11.367225,6.785393,12.007776
13.762566,6.108946,7.458198,10.226295,8.784047,11.568731,6.850995,10.821760
13.858516,6.250986,7.878431,10.147038,9.075502,11.610159,6.746598,11.125479
14.034124,6.321612,7.955094,10.279798,9.243944,11.918635,6.732990,11.301735
14.557549,6.436380,7.923709,9.587923,9.263375,12.349881,6.467370,10.880526
14.464340,6.429440,8.030652,9.431402,9.261559,12.242493,6.566600,10.573273
14.394775,6.433879,8.421802,9.673539,9.203246,12.175316,6.662861,11.007388
14.493851,6.443896,8.087319,9.457724,9.190799,12.198050,6.820298,10.303041
14.443932,6.485097,8.121783,9.832411,9.173403,12.185772,6.848296,10.563749
14.700068,6.477983,8.604154,10.246930,9.157446,12.533354,6.757972,11.306494
15.337301,6.436709,8.637395,11.483769,9.245562,12.984744,6.176972,12.872244
15.313573,6.434354,7.952949,10.414886,9.275736,12.919133,6.320379,10.689434
15.109591,6.427535,8.153821,10.354739,9.263739,12.689218,6.336770,10.641058
15.018324,6.408568,8.136257,10.286683,9.276107,12.594538,6.451337,10.307178
14.940981,6.394670,8.020265,10.949354,9.287611,12.514726,6.476527,10.662644
14.802580,6.391937,8.371509,10.206439,9.314123,12.346817,6.400125,10.393114
14.688466,6.318220,8.219186,10.772203,9.288630,12.225331,6.652852,10.638102
14.597249,6.264381,8.126982,10.570782,9.288630,12.065407,6.583448,10.350103
14.530713,6.334282,8.326159,10.443460,9.312160,11.985758,6.512409,10.243055
14.507288,6.457471,8.486472,11.030712,9.410022,12.082951,6.860579,10.708553
14.512037,6.553906,8.415911,12.044893,9.381473,12.197088,6.820851,11.666586
14.528097,6.551389,8.582882,11.490732,9.378477,12.260476,6.803906,11.361066
14.495326,6.526654,8.697871,11.244562,9.443866,12.044934,6.732928,11.193891
14.433574,6.581545,8.600018,11.632450,9.486782,12.081322,6.756296,11.215112
14.387033,6.635087,8.753153,11.191439,9.550540,12.029284,6.826122,10.791452
14.636897,6.651282,9.098153,11.448521,9.550763,12.337207,6.951375,11.247848
15.147420,6.717929,8.184843,12.145616,9.572813,12.988808,6.658587,11.264566
15.218463,6.639847,8.107736,12.310381,9.585830,12.969768,6.474006,11.573364
15.120066,6.620308,8.352294,11.892038,9.582423,12.789403,6.381562,11.369946
14.990193,6.687342,8.017317,11.492767,9.529343,12.841898,6.703536,10.570932
15.017717,6.737988,8.034891,11.093982,9.508337,12.903424,6.997050,10.245421
15.228803,6.748066,8.031738,12.172993,9.494134,13.094159,7.108643,11.259790
15.315613,6.730098,8.374845,12.216521,9.503967,13.044673,7.200019,11.531466
15.209455,6.777471,8.042982,12.153363,9.482682,13.062302,7.293529,10.977096
15.257510,6.716090,7.843535,12.662802,9.512516,13.084175,7.057307,11.608041
15.129580,6.669041,8.311166,11.278613,9.505159,12.832062,7.101742,10.835567
15.060025,6.546753,8.467932,12.234113,9.458149,12.632998,7.047112,11.854194
15.103556,6.509516,8.548184,12.046707,9.488875,12.646992,6.979111,11.522212
15.076915,6.536627,8.947870,11.776148,9.488998,12.618320,6.980367,11.424196
15.056233,6.559751,8.801809,12.436436,9.395586,12.769899,7.171168,11.507750
14.930623,6.701859,9.095262,12.419859,9.384394,12.833517,7.140752,11.623675
14.993567,6.893768,8.817747,12.313992,9.447939,13.042252,6.909930,11.635006
14.899608,6.908217,8.883677,11.779915,9.430556,13.015091,6.702338,11.265895
14.807696,6.863477,8.544303,11.237342,9.430556,12.940541,6.524065,10.574241
14.721323,6.816892,8.335989,11.347911,9.430556,12.732393,6.392419,10.675380
14.748279,6.779452,8.324156,10.759243,9.439043,12.740927,6.409012,10.103571
14.842993,6.772784,8.690994,10.683512,9.439043,12.896860,6.327319,10.309771
14.774170,6.758704,8.719027,11.142939,9.428260,12.806071,6.423014,10.642069
14.639519,6.791443,8.763393,10.724300,9.428260,12.679126,6.468989,10.314226
14.537489,6.838780,8.833809,10.717257,9.476981,12.600809,6.551068,10.199705
14.329081,6.859423,8.669806,10.679185,9.471518,12.423387,6.594880,10.050714
14.159434,6.801736,8.748953,10.904536,9.464629,12.258112,6.623805,10.411925
14.180710,6.854518,8.714132,11.129828,9.491411,12.307869,6.634121,10.399293
14.310476,6.752677,8.991611,11.639225,9.463216,12.458130,6.557336,11.127108
14.197993,6.742000,8.703474,10.981198,9.463216,12.324662,6.689139,10.173067
14.091064,6.746280,8.617445,11.220846,9.483930,12.164072,6.620508,10.422329
