39,39,50,53,66,29,59,36,57,42,32,34,31,49,47,62,50,38,48,44
49,55,35,53,39,36,54,56,38,68,37,19,36,31,43,44,81,4,33,68
24,36,39,28,41,30,52,44,46,100,48,23,51,12,0,36,63,36,54,48
29,20,40,20,42,31,44,44,32,44,19,0,60,26,22,23,100,25,60,52
32,28,30,26,28,28,52,36,30,44,31,30,60,21,28,41,52,24,60,28
20,24,41,20,56,31,36,40,40,32,28,33,60,18,30,43,52,29,60,36
20,24,33,20,52,36,44,24,42,36,40,30,60,17,20,27,32,24,60,28
20,24,25,20,24,37,48,28,27,32,32,29,60,30,22,29,32,22,60,40
20,20,37,20,42,33,36,36,36,48,28,29,60,19,32,27,28,29,60,36
20,23,39,20,1,31,44,39,37,64,32,39,60,19,32,23,76,22,60,20
20,36,24,20,28,25,44,36,36,40,16,23,60,16,24,23,28,28,60,44
33,24,32,23,28,33,44,36,29,32,31,31,60,25,24,24,28,32,60,24
20,31,24,20,20,38,32,36,38,28,29,26,60,23,20,40,36,39,60,28
24,32,35,24,23,36,44,32,33,24,28,26,60,16,23,20,28,23,60,48
33,32,30,24,26,37,36,20,46,40,37,23,60,18,28,28,48,32,60,44
20,32,30,20,24,41,24,32,18,44,29,30,60,23,20,26,40,34,60,40
27,40,38,36,27,45,24,36,24,24,29,30,60,27,27,34,36,30,60,40
22,36,39,28,20,36,32,40,28,32,38,31,60,18,24,35,20,27,60,24
20,32,35,20,23,43,40,24,35,36,22,37,60,26,24,21,34,32,60,36
20,36,36,20,23,42,44,40,31,36,18,30,60,40,23,28,40,29,60,28
20,32,36,20,26,22,28,36,39,44,28,57,60,34,28,32,37,60,60,40
30,20,30,23,34,14,40,24,33,40,32,60,60,29,20,40,40,60,60,44
29,28,24,20,20,11,32,44,53,48,22,60,60,23,24,35,44,60,60,32
20,28,22,28,18,25,40,32,44,36,15,60,60,20,24,20,36,60,60,28
24,36,27,28,29,12,28,36,32,44,10,60,60,34,31,24,24,60,60,32
20,32,21,24,49,35,24,19,48,32,11,60,60,41,24,39,28,60,60,20
20,36,26,20,27,27,36,31,54,44,11,60,60,27,24,28,34,60,60,28
24,32,26,19,46,8,28,44,48,36,10,60,60,31,24,22,38,60,60,20
19,40,30,19,24,14,28,32,35,36,25,60,60,19,20,18,37,60,60,28
20,48,19,20,52,23,43,32,36,40,29,60,60,7,25,24,28,60,60,32
20,24,24,20,24,9,28,36,56,28,17,60,60,20,20,36,42,60,60,36
20,20,34,20,7,30,27,20,36,24,20,60,60,20,19,31,52,60,60,28
20,19,22,20,24,19,19,17,36,32,24,60,60,25,27,27,20,60,60,32
20,19,28,20,23,28,20,21,28,32,30,60,60,28,36,27,22,60,60,36
20,39,28,20,12,51,13,24,35,28,37,60,60,27,36,25,44,60,60,32
20,20,24,20,28,20,24,22,30,24,28,60,60,31,20,23,20,60,60,20
20,40,45,20,37,24,20,27,28,24,28,60,60,29,25,29,32,60,60,32
20,20,27,20,23,40,21,22,33,32,34,60,60,40,26,23,36,60,60,20
20,24,39,20,18,24,19,16,27,24,25,60,60,31,28,33,28,60,60,24
20,31,24,20,28,32,19,44,38,28,35,60,60,26,36,26,27,60,60,32
20,32,29,20,38,31,43,20,24,28,12,60,60,23,20,22,34,60,60,48
24,28,26,19,20,28,31,11,24,28,20,60,60,20,27,20,29,60,60,24
29,32,30,40,17,36,24,30,49,36,12,60,60,28,25,34,28,60,60,24
26,28,43,32,22,36,24,17,21,32,24,60,60,24,24,29,28,60,60,24
24,32,24,56,13,24,39,18,20,48,36,60,60,12,38,33,38,60,60,40
