100,109,101,90
106,77,128,89
78,55,157,110
112,30,173,85
127,45,140,88
129,42,127,102
130,21,145,104
123,40,145,92
118,35,149,98
132,26,146,96
134,49,127,90
126,46,131,97
152,40,102,106
152,54,84,110
140,42,90,128
144,37,99,120
146,44,93,117
153,40,105,102
143,41,74,142
141,48,85,126
149,39,86,126
154,34,86,126
146,46,80,128
158,39,86,117
143,38,85,134
148,45,82,125
159,36,98,107
165,37,73,125
150,48,69,133
150,50,51,149
145,46,32,177
145,43,70,142
150,43,51,156
141,36,63,160
138,24,81,157
132,40,59,169
136,30,68,166
139,31,96,134
134,18,101,147
128,38,82,152
133,25,107,135
131,27,63,179
134,21,79,166
130,28,66,176
133,22,69,176
131,19,79,171
125,17,73,185
135,17,91,157
125,15,60,200
121,9,77,193
125,10,106,159
122,5,95,178
125,20,118,137
129,6,112,153
123,12,102,163
122,7,117,154
127,17,108,148
132,11,126,131
122,11,104,163
123,7,101,169
124,12,110,154
127,17,100,156
129,12,99,160
126,10,117,147
131,15,119,135
130,35,117,118
134,20,103,143
137,24,77,162
137,23,94,146
129,24,86,161
139,16,88,157
138,25,89,148
139,19,121,121
131,14,102,153
140,20,94,146
141,23,78,158
134,20,82,164
130,10,90,170
132,22,84,162
143,31,61,165
134,14,87,165
143,26,62,169
140,30,79,151
134,33,65,168
141,22,43,194
129,21,84,166
135,29,67,169
130,19,93,158
125,19,113,143
131,18,114,137
125,9,107,159
136,16,112,136
131,28,71,170
136,40,93,131
128,16,101,155
137,39,68,156
135,12,100,153
133,31,95,141
132,39,85,144
131,27,81,161
135,36,71,158
134,29,118,119
135,25,49,191
129,26,96,149
130,12,92,166
128,12,115,145
135,14,97,154
129,20,128,123
137,31,123,109
128,34,110,128
124,18,78,180
137,43,86,134
127,22,123,128
128,30,93,149
139,18,135,108
129,11,99,161
135,21,131,113
134,18,98,150
144,27,85,144
123,12,102,163
132,21,80,167
129,13,115,143
133,18,108,141
137,31,106,126
128,32,85,155
135,30,62,173
135,36,84,145
133,35,89,143
137,24,79,160
136,29,120,115
128,26,76,170
133,26,85,156
133,34,94,139
127,21,122,130
135,39,85,141
127,25,116,132
135,16,120,129
134,34,111,121
140,33,80,147
129,15,99,157
132,25,94,149
136,29,78,157
135,38,58,169
150,46,47,157
133,22,44,201
137,31,74,158
145,25,91,139
141,30,47,182
130,32,62,176
127,11,68,194
126,13,86,175
124,17,74,185
127,13,68,192
138,17,91,154
126,16,71,187
127,5,58,210
134,23,67,176
132,27,53,188
126,25,79,170
124,17,79,180
128,10,115,147
129,20,91,160
129,14,111,146
145,35,76,144
155,25,75,145
136,20,87,157
132,27,116,125
144,35,115,106
136,27,93,144
139,20,73,168
127,22,105,146
132,22,101,145
128,9,136,127
135,15,115,135
131,24,99,146
145,29,80,146
140,42,84,134
132,28,90,150
130,13,113,144
136,35,98,131
135,15,126,124
129,19,95,157
131,20,115,134
133,15,123,129
135,19,123,123
147,30,93,130
133,24,87,156
134,20,109,137
141,29,115,115
148,28,105,119
137,16,133,114
132,20,70,178
128,10,84,178
126,8,111,155
128,11,90,171
123,18,93,166
127,7,102,164
131,16,92,161
124,16,74,186
128,23,71,178
136,25,78,161
135,17,67,181
130,22,49,199
128,26,49,197
135,24,36,205
133,15,54,198
126,17,41,216
131,26,55,188
133,24,83,160
131,23,60,186
124,12,90,174
135,10,70,185
125,22,51,202
129,5,67,199
130,16,75,179
130,19,92,159
129,11,74,186
126,13,44,217
132,16,51,201
130,13,45,212
127,8,64,201
126,10,62,202
131,12,66,191
