191,209
185,215
208,192
216,184
184,216
189,211
203,197
216,184
183,217
174,226
189,211
191,209
156,244
187,213
185,215
191,209
163,237
186,214
181,219
169,231
183,217
156,244
165,235
169,231
169,231
204,196
175,225
188,212
195,205
179,221
171,229
158,242
174,226
173,227
179,221
156,244
160,240
166,234
161,239
173,227
180,220
157,243
170,230
174,226
171,229
179,221
156,244
150,250
143,257
151,249
163,237
148,252
145,255
144,256
163,237
169,231
187,213
174,226
186,214
184,216
172,228
181,219
172,228
166,234
151,249
156,244
176,224
149,251
165,235
155,245
178,222
173,227
199,201
182,218
171,229
164,236
190,210
209,191
216,184
239,161
218,182
217,183
212,188
205,195
212,188
224,176
203,197
208,192
205,195
197,203
208,192
192,208
197,203
215,185
215,185
209,191
218,182
240,160
233,167
221,179
218,182
222,178
205,195
200,200
218,182
228,172
212,188
200,200
202,198
211,189
234,166
219,181
219,181
220,180
209,191
207,193
188,212
181,219
206,194
194,206
203,197
220,180
211,189
228,172
234,166
190,210
220,180
249,151
204,196
212,188
239,161
219,181
223,177
192,208
214,186
196,204
204,196
204,196
196,204
208,192
215,185
202,198
212,188
216,184
230,170
238,162
227,173
219,181
217,183
190,210
200,200
212,188
190,210
206,194
231,169
221,179
227,173
221,179
247,153
243,157
210,190
206,194
206,194
216,184
208,192
220,180
220,180
230,170
191,209
199,201
199,201
203,197
201,199
193,207
226,174
203,197
196,204
220,180
200,200
204,196
203,197
213,187
214,186
214,186
223,177
223,177
216,184
248,152
228,172
192,208
187,213
191,209
235,165
221,179
220,180
237,163
220,180
232,168
213,187
229,171
244,156
227,173
246,154
245,155
214,186
223,177
260,140
238,162
210,190
207,193
204,196
209,191
221,179
256,144
251,149
259,141
293,107
250,150
268,132
263,137
238,162
248,152
224,176
258,142
238,162
214,186
233,167
226,174
236,164
228,172
239,161
238,162
224,176
226,174
226,174
206,194
229,171
242,158
224,176
224,176
201,199
206,194
209,191
228,172
228,172
225,175
213,187
210,190
205,195
208,192
235,165
195,205
226,174
197,203
182,218
193,207
189,211
186,214
204,196
195,205
226,174
223,177
212,188
256,144
245,155
219,181
245,155
263,137
245,155
212,188
227,173
251,149
237,163
212,188
234,166
240,160
217,183
199,201
208,192
207,193
177,223
189,211
208,192
216,184
258,142
222,178
233,167
226,174
211,189
190,210
222,178
238,162
219,181
228,172
238,162
202,198
229,171
226,174
239,161
236,164
265,135
252,148
247,153
238,162
260,140
211,189
245,155
231,169
266,134
259,141
225,175
234,166
203,197
224,176
236,164
245,155
271,129
231,169
266,134
220,180
248,152
259,141
231,169
215,185
223,177
253,147
255,145
218,182
238,162
239,161
238,162
269,131
247,153
231,169
211,189
207,193
214,186
222,178
206,194
216,184
226,174
229,171
251,149
251,149
251,149
262,138
232,168
207,193
235,165
198,202
239,161
205,195
231,169
230,170
246,154
264,136
243,157
262,138
273,127
284,116
267,133
266,134
261,139
247,153
241,159
247,153
255,145
253,147
276,124
279,121
220,180
269,131
221,179
229,171
205,195
240,160
250,150
252,148
260,140
278,122
266,134
213,187
238,162
227,173
231,169
232,168
237,163
233,167
251,149
227,173
228,172
250,150
245,155
264,136
221,179
208,192
241,159
229,171
221,179
230,170
216,184
285,115
253,147
208,192
224,176
196,204
224,176
240,160
246,154
229,171
256,144
252,148
246,154
244,156
221,179
206,194
225,175
230,170
217,183
202,198
254,146
266,134
255,145
258,142
226,174
242,158
264,136
263,137
261,139
255,145
256,144
269,131
271,129
279,121
261,139
239,161
258,142
248,152
249,151
250,150
275,125
247,153
236,164
257,143
252,148
267,133
288,112
254,146
247,153
271,129
277,123
235,165
256,144
250,150
250,150
239,161
241,159
238,162
285,115
275,125
240,160
292,108
256,144
244,156
252,148
282,118
266,134
274,126
261,139
224,176
264,136
247,153
221,179
238,162
235,165
221,179
242,158
248,152
206,194
238,162
228,172
218,182
205,195
230,170
226,174
231,169
232,168
246,154
242,158
253,147
205,195
216,184
221,179
247,153
209,191
227,173
232,168
193,207
251,149
248,152
259,141
211,189
243,157
250,150
203,197
271,129
288,112
242,158
228,172
208,192
201,199
217,183
226,174
226,174
209,191
211,189
228,172
268,132
229,171
238,162
248,152
242,158
232,168
246,154
252,148
238,162
228,172
221,179
260,140
230,170
282,118
242,158
286,114
276,124
269,131
290,110
254,146
245,155
242,158
221,179
233,167
265,135
250,150
254,146
263,137
262,138
256,144
239,161
220,180
242,158
277,123
252,148
260,140
268,132
206,194
230,170
248,152
205,195
239,161
272,128
228,172
239,161
241,159
245,155
271,129
276,124
273,127
281,119
286,114
245,155
258,142
249,151
239,161
208,192
209,191
263,137
229,171
227,173
250,150
235,165
257,143
230,170
222,178
215,185
225,175
235,165
270,130
278,122
233,167
255,145
230,170
255,145
254,146
249,151
248,152
278,122
265,135
248,152
234,166
248,152
243,157
271,129
238,162
239,161
256,144
208,192
240,160
256,144
232,168
238,162
246,154
221,179
220,180
246,154
244,156
236,164
275,125
269,131
277,123
240,160
271,129
269,131
239,161
227,173
239,161
254,146
250,150
246,154
272,128
256,144
259,141
220,180
211,189
229,171
232,168
246,154
202,198
218,182
232,168
229,171
251,149
249,151
241,159
278,122
238,162
243,157
243,157
241,159
216,184
228,172
210,190
219,181
216,184
232,168
242,158
246,154
212,188
231,169
235,165
251,149
275,125
263,137
255,145
228,172
200,200
222,178
232,168
246,154
243,157
253,147
212,188
219,181
263,137
230,170
216,184
220,180
246,154
244,156
254,146
233,167
206,194
220,180
200,200
191,209
251,149
203,197
203,197
200,200
