93,109,112,86
48,136,134,82
66,124,123,87
63,119,123,95
67,124,122,87
59,127,127,87
75,108,106,111
80,104,106,110
73,100,100,127
82,100,97,121
90,105,107,98
69,97,96,138
66,94,93,147
78,100,104,118
70,98,95,137
62,94,95,149
71,96,96,137
73,93,90,144
83,95,101,121
66,94,88,152
74,88,89,149
71,80,82,167
71,83,81,165
70,73,73,184
71,77,76,176
69,65,65,201
68,71,72,189
65,79,83,173
76,62,55,207
76,73,77,174
75,68,69,188
70,69,64,197
70,65,67,198
66,81,81,172
74,78,80,168
68,89,90,153
63,66,63,208
73,56,56,215
64,58,59,219
67,70,68,195
63,75,78,184
65,82,81,172
59,56,54,231
62,52,54,232
67,43,44,246
63,65,62,210
75,60,62,203
72,61,60,207
66,61,62,211
65,51,54,230
64,46,41,249
68,55,57,220
61,65,65,209
65,51,50,234
55,44,41,260
61,48,50,241
60,48,51,241
67,41,39,253
71,80,80,169
79,67,70,184
70,79,76,175
76,81,83,160
71,62,60,207
62,53,52,233
59,29,30,282
55,34,31,280
66,53,55,226
67,42,42,249
61,55,55,229
59,48,48,245
57,57,58,228
63,57,58,222
65,55,53,227
59,50,51,240
60,35,34,271
57,40,40,263
59,42,42,257
62,61,61,216
59,46,46,249
54,37,36,273
61,43,46,250
61,52,50,237
65,52,53,230
57,35,35,273
60,37,36,267
56,34,36,274
60,33,31,276
57,36,35,272
69,65,69,197
64,52,50,234
53,39,37,271
57,54,55,234
52,33,32,283
65,48,50,237
59,47,46,248
61,46,49,244
59,49,46,246
55,34,35,276
63,56,56,225
58,40,40,262
58,50,50,242
59,51,53,237
57,53,48,242
64,52,53,231
59,45,46,250
61,51,52,236
55,45,43,257
55,30,29,286
63,44,45,248
65,64,67,204
66,53,50,231
62,46,49,243
62,45,43,250
63,48,51,238
58,54,51,237
59,31,29,281
61,46,49,244
71,49,47,233
59,42,45,254
66,53,52,229
67,61,61,211
61,37,35,267
61,50,52,237
58,48,48,246
63,59,59,219
64,47,47,242
59,47,47,247
62,48,48,242
59,34,33,274
57,32,32,279
60,52,52,236
61,38,38,263
61,39,40,260
65,44,45,246
57,37,35,271
55,39,38,268
60,50,53,237
53,49,46,252
60,31,31,278
60,37,38,265
53,32,32,283
68,56,58,218
59,40,38,263
60,55,57,228
59,33,32,276
59,40,39,262
57,37,36,270
70,40,41,249
56,40,39,265
54,36,36,274
54,43,47,256
60,42,41,257
56,32,29,283
62,32,34,272
63,39,38,260
67,59,61,213
61,58,57,224
56,34,33,277
58,57,58,227
59,39,37,265
55,25,25,295
59,55,58,228
56,35,32,277
55,36,39,270
56,37,34,273
64,32,32,272
62,60,64,214
59,34,30,277
60,45,46,249
57,44,45,254
60,49,48,243
57,40,39,264
62,46,49,243
60,37,34,269
55,41,41,263
59,37,37,267
57,36,35,272
54,31,33,282
56,38,38,268
57,51,51,241
57,42,43,258
55,29,26,290
