6,2,8,4
5,3,8,4
5,2,8,5
4,3,7,6
4,3,7,6
4,3,5,8
4,3,4,9
3,4,4,9
3,4,3,10
2,5,3,10
2,5,4,9
2,5,4,9
2,5,4,9
2,5,4,9
2,5,3,10
2,5,2,11
2,5,3,10
2,5,3,10
2,5,3,10
2,5,3,10
3,4,3,10
2,5,2,11
2,5,2,11
2,5,2,11
2,5,2,11
2,6,2,10
2,6,2,10
2,6,2,10
2,5,3,10
2,6,1,11
2,5,1,12
2,6,2,10
1,6,2,11
1,7,3,9
1,7,1,11
1,7,1,11
1,6,1,12
1,7,2,10
1,7,2,10
1,6,1,12
1,7,1,11
1,7,1,11
1,7,1,11
2,6,1,11
2,6,2,10
2,6,2,10
1,6,2,11
1,6,2,11
2,5,2,11
4,3,2,11
2,6,2,10
2,6,1,11
2,5,1,12
1,7,1,11
1,7,1,11
1,7,2,10
1,7,2,10
1,7,2,10
1,7,2,10
2,6,2,10
3,4,2,11
2,6,2,10
1,6,1,12
1,6,1,12
1,7,1,11
1,7,1,11
1,6,1,12
1,7,1,11
1,7,1,11
1,7,1,11
1,7,1,11
1,7,1,11
1,7,1,11
2,6,1,11
2,7,1,10
2,7,1,10
1,8,2,9
2,7,1,10
1,7,2,10
1,7,2,10
1,7,2,10
1,8,2,9
1,8,2,9
1,8,2,9
1,9,2,8
1,8,1,10
1,8,1,10
1,8,2,9
1,9,1,9
1,8,2,9
1,8,2,9
2,6,1,11
2,7,2,9
1,8,2,9
1,7,3,9
1,8,2,9
2,8,2,8
1,9,3,7
1,8,2,9
1,7,1,11
1,7,2,10
1,7,2,10
2,6,3,9
2,6,2,10
2,6,2,10
2,6,1,11
2,5,2,11
1,6,2,11
2,6,2,10
2,5,1,12
2,5,1,12
2,5,1,12
3,4,2,11
2,5,2,11
3,4,3,10
2,5,2,11
2,5,1,12
2,7,1,10
3,6,1,10
2,7,1,10
1,8,3,8
3,6,1,10
2,7,2,9
1,9,2,8
2,7,1,10
1,8,0,11
1,9,2,8
2,7,1,10
2,9,2,7
3,8,2,7
3,7,2,8
3,8,2,7
4,7,2,7
3,8,1,8
3,8,2,7
2,9,2,7
2,8,2,8
2,8,0,10
2,8,2,8
2,8,0,10
2,8,1,9
2,7,2,9
2,7,2,9
1,8,1,10
1,8,1,10
1,8,1,10
1,8,1,10
1,8,1,10
1,8,1,10
1,9,1,9
1,9,1,9
3,7,2,8
1,9,2,8
1,9,3,7
2,7,2,9
2,7,1,10
1,8,0,11
1,8,1,10
2,8,2,8
2,7,2,9
2,7,1,10
2,8,3,7
3,7,3,7
1,9,2,8
1,8,3,8
1,9,1,9
1,8,1,10
2,7,0,11
2,7,3,8
3,6,2,9
2,7,1,10
2,7,1,10
2,7,2,9
1,8,5,6
2,7,3,8
1,8,3,8
1,8,1,10
2,7,1,10
2,7,0,11
2,7,3,8
2,7,4,7
2,7,1,10
3,6,2,9
2,7,3,8
3,6,3,8
2,7,3,8
1,8,1,10
1,8,2,9
1,8,1,10
1,8,4,7
1,8,4,7
1,9,2,8
1,9,2,8
2,7,2,9
2,7,3,8
2,7,3,8
2,7,2,9
2,7,2,9
2,7,1,10
2,7,1,10
2,7,1,10
2,7,2,9
2,7,1,10
2,7,1,10
2,7,1,10
1,8,3,8
1,8,1,10
1,8,1,10
1,8,2,9
1,8,1,10
1,8,1,10
3,7,1,9
2,8,1,9
3,8,2,7
2,8,2,8
2,8,2,8
3,8,2,7
3,8,3,6
3,7,2,8
3,7,3,7
3,8,3,6
3,9,1,7
2,9,1,8
2,9,1,8
3,8,1,8
3,8,4,5
2,10,2,6
3,9,2,6
2,9,3,6
3,8,3,6
3,7,2,8
2,8,3,7
1,9,1,9
2,10,2,6
2,10,2,6
2,10,2,6
2,10,1,7
1,11,0,8
1,11,1,7
2,10,0,8
2,10,0,8
4,8,0,8
2,10,0,8
2,9,0,9
3,8,1,8
2,9,2,7
2,9,2,7
3,7,3,7
3,8,3,6
1,9,2,8
2,10,0,8
2,9,2,7
1,11,3,5
1,11,2,6
3,9,3,5
2,10,2,6
2,9,3,6
2,9,1,8
2,9,1,8
2,10,1,7
2,10,2,6
2,9,0,9
1,10,0,9
3,9,0,8
2,10,3,5
1,11,2,6
1,10,1,8
2,10,2,6
2,10,2,6
2,9,2,7
1,10,3,6
3,8,2,7
2,9,2,7
3,8,1,8
4,6,2,8
2,9,2,7
2,9,0,9
3,7,2,8
2,10,3,5
3,9,3,5
3,8,1,8
3,8,1,8
3,8,1,8
1,9,1,9
1,9,0,10
1,9,0,10
1,9,3,7
1,9,3,7
1,8,6,5
1,8,5,6
1,8,2,9
1,8,2,9
2,8,1,9
1,8,2,9
1,8,2,9
1,9,2,8
1,9,1,9
1,9,1,9
1,9,1,9
1,9,2,8
2,8,2,8
2,8,3,7
2,8,4,6
2,8,1,9
4,7,3,6
4,7,1,8
4,7,1,8
3,7,2,8
4,7,1,8
3,8,3,6
2,8,4,6
2,8,5,5
3,8,2,7
